KEY	TYPE	CATEGORY	SECTION	DOMAIN	GRADELEVEL	DETAILS
CCSS.ELA-LITERACY.SL.4.5	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Add audio recordings and visual displays to presentations when appropriate to enhance the development of main ideas or themes.
CCSS.ELA-LITERACY.SL.4.6	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion); use formal English when appropriate to task and situation. (See grade 4 Language standards 1 here for specific expectations.)
CCSS.ELA-LITERACY.SL.5.1	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 5 topics and texts, building on others' ideas and expressing their own clearly.
CCSS.ELA-LITERACY.SL.5.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.
CCSS.ELA-LITERACY.SL.5.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Follow agreed-upon rules for discussions and carry out assigned roles.
CCSS.ELA-LITERACY.SL.5.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Pose and respond to specific questions by making comments that contribute to the discussion and elaborate on the remarks of others.
CCSS.ELA-LITERACY.SL.5.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Review the key ideas expressed and draw conclusions in light of information and knowledge gained from the discussions.
CCSS.ELA-LITERACY.SL.5.2	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Summarize a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.
CCSS.ELA-LITERACY.SL.5.3	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Summarize the points a speaker makes and explain how each claim is supported by reasons and evidence.
CCSS.ELA-LITERACY.SL.5.4	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Report on a topic or text or present an opinion, sequencing ideas logically and using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.
CCSS.ELA-LITERACY.SL.5.5	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Include multimedia components (e.g., graphics, sound) and visual displays in presentations when appropriate to enhance the development of main ideas or themes.
CCSS.ELA-LITERACY.SL.5.6	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Adapt speech to a variety of contexts and tasks, using formal English when appropriate to task and situation. (See grade 5 Language standards 1 and 3 here for specific expectations.)
CCSS.ELA-LITERACY.SL.6.1	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 6 topics, texts, and issues, building on others' ideas and expressing their own clearly.
CCSS.ELA-LITERACY.SL.6.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Come to discussions prepared, having read or studied required material; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.
CCSS.ELA-LITERACY.SL.6.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Follow rules for collegial discussions, set specific goals and deadlines, and define individual roles as needed.
CCSS.ELA-LITERACY.SL.6.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Pose and respond to specific questions with elaboration and detail by making comments that contribute to the topic, text, or issue under discussion.
CCSS.ELA-LITERACY.SL.6.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Review the key ideas expressed and demonstrate understanding of multiple perspectives through reflection and paraphrasing.
CCSS.ELA-LITERACY.SL.6.2	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Interpret information presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how it contributes to a topic, text, or issue under study.
CCSS.ELA-LITERACY.SL.6.3	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Delineate a speaker's argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not.
CCSS.ELA-LITERACY.SL.6.4	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Present claims and findings, sequencing ideas logically and using pertinent descriptions, facts, and details to accentuate main ideas or themes; use appropriate eye contact, adequate volume, and clear pronunciation.
CCSS.ELA-LITERACY.SL.6.5	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Include multimedia components (e.g., graphics, images, music, sound) and visual displays in presentations to clarify information.
CCSS.ELA-LITERACY.SL.6.6	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 6 Language standards 1 and 3 for specific expectations.)
CCSS.ELA-LITERACY.SL.7.1	standard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others' ideas and expressing their own clearly.
CCSS.ELA-LITERACY.SL.7.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.
CCSS.ELA-LITERACY.SL.7.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed.
CCSS.ELA-LITERACY.SL.7.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Pose questions that elicit elaboration and respond to others' questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.
CCSS.ELA-LITERACY.SL.7.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Acknowledge new information expressed by others and, when warranted, modify their own views.
CCSS.ELA-LITERACY.SL.7.2	standard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study.
CCSS.ELA-LITERACY.SL.7.3	standard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Delineate a speaker's argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence.
CCSS.ELA-LITERACY.SL.7.4	standard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation.
